drop_id,pisco_code,MaxN,spp_drop_biomass_mean_kg,spp_drop_biomass_total_kg,pisco_code_metric
ANA_205,SPUL,8,0.08571428571428572,0.6857142857142857,bm_SPUL
ANA_205,SPUL,3,0.08571428571428572,0.2571428571428571,bm_SPUL
ANA_205,SPUL,50,0.08571428571428572,4.285714285714286,bm_SPUL
ANA_205,SPUL,1,0.08571428571428572,0.08571428571428572,bm_SPUL
ANA_205,SPUL,1,0.08571428571428572,0.08571428571428572,bm_SPUL
ANA_205,SPUL,3,0.08571428571428572,0.2571428571428571,bm_SPUL
ANA_205,SPUL,8,0.08571428571428572,0.6857142857142857,bm_SPUL
ANA_205,SPUL,3,0.08571428571428572,0.2571428571428571,bm_SPUL
ANA_205,SPUL,50,0.08571428571428572,4.285714285714286,bm_SPUL
ANA_205,SPUL,1,0.08571428571428572,0.08571428571428572,bm_SPUL
ANA_205,SPUL,1,0.08571428571428572,0.08571428571428572,bm_SPUL
ANA_205,SPUL,3,0.08571428571428572,0.2571428571428571,bm_SPUL
ANA_205,SPUL,8,0.08571428571428572,0.6857142857142857,bm_SPUL
ANA_205,SPUL,3,0.08571428571428572,0.2571428571428571,bm_SPUL
ANA_205,SPUL,50,0.08571428571428572,4.285714285714286,bm_SPUL
ANA_205,SPUL,1,0.08571428571428572,0.08571428571428572,bm_SPUL
ANA_205,SPUL,1,0.08571428571428572,0.08571428571428572,bm_SPUL
ANA_205,SPUL,3,0.08571428571428572,0.2571428571428571,bm_SPUL
ANA_205,SPUL,8,0.08571428571428572,0.6857142857142857,bm_SPUL
ANA_205,SPUL,3,0.08571428571428572,0.2571428571428571,bm_SPUL
ANA_205,SPUL,50,0.08571428571428572,4.285714285714286,bm_SPUL
ANA_205,SPUL,1,0.08571428571428572,0.08571428571428572,bm_SPUL
ANA_205,SPUL,1,0.08571428571428572,0.08571428571428572,bm_SPUL
ANA_205,SPUL,3,0.08571428571428572,0.2571428571428571,bm_SPUL
ANA_205,SPUL,8,0.08571428571428572,0.6857142857142857,bm_SPUL
ANA_205,SPUL,3,0.08571428571428572,0.2571428571428571,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,19,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
ANA_206,SPUL,1,NA,NA,bm_SPUL
