drop_id,date,rig,usefulness,island,general_area,mpa_status,reserve_name,lat,long,time_in,depth,habitat,rugosity,relief,site,island_mpa
ANA_001,2019-08-30T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02636,-119.37617,1899-12-31T09:34:00Z,75,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_002,2019-08-30T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.01966,-119.37472,1899-12-31T09:47:00Z,30.3,soft,low,low,Anacapa,Anacapa MPA
ANA_003,2019-08-30T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.00287,-119.37119,1899-12-31T11:01:00Z,51.2,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_004,2019-09-12T00:00:00Z,8,1,Anacapa,Front Side,MPA,ANA_SMCA,34.01845,-119.4437,1899-12-31T09:02:00Z,39.8,hard,medium,low,Anacapa,Anacapa MPA
ANA_005,2019-09-12T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_SMCA,34.02881,-119.41878,1899-12-31T09:31:00Z,83,soft,low,low,Anacapa,Anacapa MPA
ANA_006,2019-09-12T00:00:00Z,8,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02077,-119.37403,1899-12-31T10:11:00Z,41.6,soft,low,low,Anacapa,Anacapa MPA
ANA_007,2019-09-12T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02837,-119.37345,1899-12-31T10:51:00Z,76.3,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_008,2019-09-12T00:00:00Z,1,5,Anacapa,Back Side,REF,ANA_REF,33.9957,-119.37731,1899-12-31T12:05:00Z,69.3,NA,NA,NA,Anacapa,Anacapa REF
ANA_009,2019-09-12T00:00:00Z,8,1,Anacapa,Back Side,REF,ANA_REF,34.00119,-119.38372,1899-12-31T12:29:00Z,45.2,soft,low,low,Anacapa,Anacapa REF
ANA_010,2019-09-12T00:00:00Z,1,4,Anacapa,Back Side,REF,ANA_REF,33.99438,-119.37838,1899-12-31T12:44:00Z,71.6,hard,medium,low,Anacapa,Anacapa REF
ANA_011,2019-09-12T00:00:00Z,8,1,Anacapa,Back Side,REF,ANA_REF,33.99858,-119.40972,1899-12-31T13:49:00Z,31.7,soft,low,low,Anacapa,Anacapa REF
ANA_012,2019-10-04T00:00:00Z,1,3,Anacapa,Back Side,REF,ANA_REF,34.00887,-119.35863,1899-12-31T09:20:00Z,30.2,hard,high,high,Anacapa,Anacapa REF
ANA_013,2019-10-04T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.01432,-119.34189,1899-12-31T09:35:00Z,54.4,soft,low,low,Anacapa,Anacapa REF
ANA_014,2019-10-04T00:00:00Z,8,4,Anacapa,Back Side,REF,ANA_REF,33.99945,-119.3568,1899-12-31T09:53:00Z,73.5,mixed_hard,high,medium,Anacapa,Anacapa REF
ANA_015,2019-10-04T00:00:00Z,1,2,Anacapa,Back Side,REF,ANA_REF,34.01122,-119.34883,1899-12-31T10:16:00Z,47.5,soft,low,low,Anacapa,Anacapa REF
ANA_016,2019-10-04T00:00:00Z,8,3,Anacapa,Back Side,REF,ANA_REF,34.01585,-119.34403,1899-12-31T11:26:00Z,45.1,soft,low,low,Anacapa,Anacapa REF
ANA_017,2019-10-04T00:00:00Z,8,3,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02761,-119.37634,1899-12-31T12:55:00Z,75.4,soft,low,low,Anacapa,Anacapa MPA
ANA_018,2019-10-04T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02403,-119.37518,1899-12-31T13:06:00Z,59.3,soft,low,low,Anacapa,Anacapa MPA
ANA_019,2019-10-04T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02134,-119.37746,1899-12-31T13:16:00Z,53.1,soft,low,low,Anacapa,Anacapa MPA
ANA_020,2019-10-04T00:00:00Z,8,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01719,-119.38384,1899-12-31T13:50:00Z,38.3,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_021,2019-10-04T00:00:00Z,3,5,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.0171,-119.39346,1899-12-31T14:10:00Z,47.8,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_022,2019-10-22T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02455,-119.36285,1899-12-31T09:51:00Z,52,soft,low,low,Anacapa,Anacapa MPA
ANA_023,2019-10-22T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02615,-119.36593,1899-12-31T09:56:00Z,61,soft,low,low,Anacapa,Anacapa MPA
ANA_024,2019-10-22T00:00:00Z,8,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02533,-119.37248,1899-12-31T10:04:00Z,60,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_025,2019-12-09T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.99554,-119.41295,1899-12-31T09:24:00Z,46.9,soft,low,low,Anacapa,Anacapa REF
ANA_026,2019-12-09T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.99674,-119.42184,1899-12-31T09:34:00Z,48.8,soft,low,low,Anacapa,Anacapa REF
ANA_027,2019-12-09T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.00317,-119.43143,1899-12-31T09:41:00Z,40.4,soft,low,low,Anacapa,Anacapa REF
ANA_028,2019-12-09T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01455,-119.39426,1899-12-31T10:46:00Z,39.8,soft,low,low,Anacapa,Anacapa MPA
ANA_029,2019-12-09T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01626,-119.38792,1899-12-31T10:52:00Z,40.9,soft,low,low,Anacapa,Anacapa MPA
ANA_030,2019-12-09T00:00:00Z,1,4,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02078,-119.37146,1899-12-31T11:01:00Z,34.7,mixed_hard,NA,NA,Anacapa,Anacapa MPA
ANA_031,2019-12-13T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.0158,-119.38899,1899-12-31T09:18:00Z,35.9,mixed_hard,low,low,Anacapa,Anacapa MPA
ANA_032,2019-12-13T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01375,-119.39685,1899-12-31T09:35:00Z,48.8,soft,low,low,Anacapa,Anacapa MPA
ANA_033,2019-12-13T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01022,-119.40655,1899-12-31T09:47:00Z,41.2,soft,low,low,Anacapa,Anacapa MPA
ANA_034,2019-12-13T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.01849,-119.43533,1899-12-31T10:51:00Z,36.2,soft,low,low,Anacapa,Anacapa MPA
ANA_035,2019-12-13T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_SMCA,34.01971,-119.4281,1899-12-31T11:04:00Z,48.7,soft,low,low,Anacapa,Anacapa MPA
ANA_036,2019-12-13T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_SMCA,34.01252,-119.41402,1899-12-31T11:21:00Z,32.4,soft,low,low,Anacapa,Anacapa MPA
ANA_037,2019-12-13T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.00567,-119.43797000000001,1899-12-31T11:57:00Z,37,hard,high,high,Anacapa,Anacapa REF
ANA_038,2019-12-13T00:00:00Z,11,5,Anacapa,Back Side,REF,ANA_REF,34.00931,-119.44092,1899-12-31T12:05:00Z,37.7,soft,low,low,Anacapa,Anacapa REF
ANA_039,2019-12-13T00:00:00Z,3,3,Anacapa,Back Side,REF,ANA_REF,34.00075,-119.4354,1899-12-31T13:20:00Z,53.2,mixed_hard,high,high,Anacapa,Anacapa REF
ANA_040,2019-12-13T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.99599,-119.41642,1899-12-31T13:30:00Z,44.9,mixed_soft,medium,low,Anacapa,Anacapa REF
ANA_041,2019-12-13T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.99586,-119.40648,1899-12-31T13:38:00Z,40.3,mixed_soft,medium,low,Anacapa,Anacapa REF
ANA_042,2019-12-20T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_SMCA,34.02748,-119.42416,1899-12-31T10:14:00Z,77.6,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_043,2019-12-20T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_SMCA,34.02478,-119.42346,1899-12-31T10:31:00Z,73.9,soft,low,low,Anacapa,Anacapa MPA
ANA_044,2019-12-20T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.02845,-119.43324,1899-12-31T10:49:00Z,79.1,soft,low,low,Anacapa,Anacapa MPA
ANA_045,2019-12-20T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.9891,-119.43559,1899-12-31T11:49:00Z,82.4,soft,low,low,Anacapa,Anacapa REF
ANA_046,2019-12-20T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.98889,-119.42188,1899-12-31T12:03:00Z,77.2,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_047,2019-12-20T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,33.99009,-119.40853,1899-12-31T12:12:00Z,81.5,soft,low,low,Anacapa,Anacapa REF
ANA_048,2019-12-20T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,33.99268,-119.39081,1899-12-31T13:21:00Z,72.8,mixed_hard,high,high,Anacapa,Anacapa REF
ANA_049,2019-12-20T00:00:00Z,1,5,Anacapa,Back Side,REF,ANA_REF,33.9898,-119.38508,1899-12-31T13:31:00Z,93.1,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_050,2019-12-20T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.99219,-119.37627,1899-12-31T13:45:00Z,83.6,mixed_soft,medium,low,Anacapa,Anacapa REF
ANA_051,2019-12-20T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02933,-119.36946,1899-12-31T14:47:00Z,76.4,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_052,2019-12-20T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.02707,-119.38035,1899-12-31T14:59:00Z,76.5,soft,low,low,Anacapa,Anacapa MPA
ANA_053,2019-12-20T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.02333,-119.38734,1899-12-31T15:15:00Z,71.8,soft,low,low,Anacapa,Anacapa MPA
ANA_054,2020-05-28T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,33.998106,-119.441272,1899-12-31T09:41:00Z,54.4,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_055,2020-05-28T00:00:00Z,1,5,Anacapa,Back Side,REF,ANA_REF,34.00494,-119.43626,1899-12-31T09:55:00Z,42.5,NA,NA,NA,Anacapa,Anacapa REF
ANA_056,2020-05-28T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.997656,-119.41779,1899-12-31T10:11:00Z,37.9,soft,low,low,Anacapa,Anacapa REF
ANA_057,2020-05-28T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.996155,-119.411435,1899-12-31T11:10:00Z,42.3,soft,low,low,Anacapa,Anacapa REF
ANA_058,2020-05-28T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.999331,-119.38717,1899-12-31T11:28:00Z,48.1,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_059,2020-05-28T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,33.994796,-119.39842,1899-12-31T11:40:00Z,55.9,soft,low,low,Anacapa,Anacapa REF
ANA_060,2020-05-28T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,33.999077,-119.376009,1899-12-31T12:56:00Z,53.9,mixed_soft,medium,low,Anacapa,Anacapa REF
ANA_061,2020-05-28T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,34.003428,-119.372811,1899-12-31T13:11:00Z,46.5,soft,low,low,Anacapa,Anacapa REF
ANA_062,2020-05-28T00:00:00Z,11,4,Anacapa,Back Side,REF,ANA_REF,34.006268,-119.363538,1899-12-31T13:25:00Z,45.6,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_063,2020-05-28T00:00:00Z,11,3,Anacapa,Back Side,REF,ANA_REF,34.012872,-119.348708,1899-12-31T14:27:00Z,39.1,hard,medium,low,Anacapa,Anacapa REF
ANA_064,2020-05-28T00:00:00Z,1,3,Anacapa,Back Side,REF,ANA_REF,34.01697,-119.345961,1899-12-31T14:40:00Z,41.9,soft,low,low,Anacapa,Anacapa REF
ANA_065,2020-05-29T00:00:00Z,1,3,Anacapa,Back Side,REF,ANA_REF,34.01768,-119.34108,1899-12-31T09:01:00Z,58.8,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_066,2020-05-29T00:00:00Z,11,4,Anacapa,Back Side,REF,ANA_REF,34.007898,-119.357959,1899-12-31T09:28:00Z,44,mixed_soft,medium,low,Anacapa,Anacapa REF
ANA_067,2020-05-29T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,34.011831,-119.345985,1899-12-31T09:55:00Z,56.7,soft,low,low,Anacapa,Anacapa REF
ANA_068,2020-05-29T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.006427,-119.359003,1899-12-31T10:23:00Z,47.3,mixed_soft,medium,low,Anacapa,Anacapa REF
ANA_069,2020-05-29T00:00:00Z,3,4,Anacapa,Back Side,REF,ANA_REF,34.000019,-119.373131,1899-12-31T10:34:00Z,53.6,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_070,2020-05-29T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,33.994203,-119.402441,1899-12-31T11:33:00Z,50.1,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_071,2020-05-29T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,33.994828,-119.416688,1899-12-31T12:32:00Z,46.2,mixed_hard,high,medium,Anacapa,Anacapa REF
ANA_072,2020-05-29T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.999704,-119.422987,1899-12-31T12:42:00Z,33.2,soft,low,low,Anacapa,Anacapa REF
ANA_073,2020-05-29T00:00:00Z,1,2,Anacapa,Back Side,REF,ANA_REF,33.994338,-119.427324,1899-12-31T12:55:00Z,62.1,mixed_hard,high,medium,Anacapa,Anacapa REF
ANA_074,2020-05-29T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.998093,-119.432802,1899-12-31T14:00:00Z,58.4,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_075,2020-05-29T00:00:00Z,11,3,Anacapa,Back Side,REF,ANA_REF,34.009359,-119.441543,1899-12-31T14:13:00Z,41,soft,low,low,Anacapa,Anacapa REF
ANA_076,2020-05-29T00:00:00Z,3,4,Anacapa,Back Side,REF,ANA_REF,34.005788,-119.439178,1899-12-31T14:26:00Z,43.1,mixed_hard,medium,medium,Anacapa,Anacapa REF
ANA_077,2020-05-30T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.99413,-119.439058,1899-12-31T08:54:00Z,65.4,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_078,2020-05-30T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,34.000887,-119.437855,1899-12-31T09:06:00Z,51.7,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_079,2020-05-30T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.99573,-119.405195,1899-12-31T09:24:00Z,41.6,soft,low,low,Anacapa,Anacapa REF
ANA_080,2020-05-30T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.000276,-119.367415,1899-12-31T10:18:00Z,63.1,soft,low,low,Anacapa,Anacapa REF
ANA_081,2020-05-30T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.017251,-119.343118,1899-12-31T10:35:00Z,48.8,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_082,2020-05-30T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,34.017445,-119.342445,1899-12-31T10:45:00Z,53.8,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_083,2020-05-30T00:00:00Z,11,2,Anacapa,Back Side,REF,ANA_REF,34.01778,-119.341546,1899-12-31T11:18:00Z,59,hard,medium,medium,Anacapa,Anacapa REF
ANA_084,2020-05-30T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.024372,-119.350482,1899-12-31T12:23:00Z,55.2,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_085,2020-05-30T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,34.024846,-119.350923,1899-12-31T12:27:00Z,58,mixed_soft,medium,low,Anacapa,Anacapa REF
ANA_086,2020-05-30T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.025637,-119.351546,1899-12-31T12:37:00Z,59.6,soft,low,low,Anacapa,Anacapa REF
ANA_087,2020-05-30T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.996414,-119.377401,1899-12-31T13:45:00Z,67.1,soft,low,low,Anacapa,Anacapa REF
ANA_088,2020-05-30T00:00:00Z,11,4,Anacapa,Back Side,REF,ANA_REF,33.995764,-119.402828,1899-12-31T14:00:00Z,42.8,NA,NA,NA,Anacapa,Anacapa REF
ANA_089,2020-06-05T00:00:00Z,1,3,Anacapa,Front Side,MPA,ANA_SMCA,34.020816,-119.443617,1899-12-31T09:01:00Z,45.3,mixed_hard,high,high,Anacapa,Anacapa MPA
ANA_090,2020-06-05T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.019426,-119.442994,1899-12-31T09:14:00Z,44.5,soft,low,low,Anacapa,Anacapa MPA
ANA_091,2020-06-05T00:00:00Z,3,3,Anacapa,Front Side,MPA,ANA_SMCA,34.021385,-119.440512,1899-12-31T09:22:00Z,50.5,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_092,2020-06-05T00:00:00Z,3,5,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.013655,-119.394562,1899-12-31T10:31:00Z,35.6,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_093,2020-06-05T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016544,-119.393569,1899-12-31T10:41:00Z,44.1,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_094,2020-06-05T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.017338,-119.389709,1899-12-31T10:54:00Z,50.1,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_095,2020-06-05T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.020755,-119.371745,1899-12-31T11:48:00Z,34.6,hard,medium,low,Anacapa,Anacapa MPA
ANA_096,2020-06-05T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023423,-119.368446,1899-12-31T11:56:00Z,44.1,mixed_hard,medium,medium,Anacapa,Anacapa MPA
ANA_097,2020-06-05T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.020578,-119.362114,1899-12-31T12:14:00Z,30.3,soft,low,low,Anacapa,Anacapa MPA
ANA_098,2020-06-05T00:00:00Z,3,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.025204,-119.363691,1899-12-31T13:15:00Z,54.1,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_099,2020-06-05T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.022245,-119.367192,1899-12-31T13:23:00Z,36.2,soft,low,low,Anacapa,Anacapa MPA
ANA_100,2020-06-05T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020136,-119.382616,1899-12-31T13:38:00Z,56.4,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_101,2020-06-09T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.020705,-119.357654,1899-12-31T08:07:00Z,32.6,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_102,2020-06-09T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026384,-119.36558,1899-12-31T08:18:00Z,60.8,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_103,2020-06-09T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026846,-119.371107,1899-12-31T09:00:00Z,64.6,hard,medium,medium,Anacapa,Anacapa MPA
ANA_104,2020-06-09T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.025232,-119.372754,1899-12-31T09:06:00Z,58.8,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_105,2020-06-09T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.019948,-119.374355,1899-12-31T09:53:00Z,34.7,soft,low,low,Anacapa,Anacapa MPA
ANA_106,2020-06-09T00:00:00Z,1,3,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026394,-119.378347,1899-12-31T10:05:00Z,65.6,soft,low,low,Anacapa,Anacapa MPA
ANA_107,2020-06-09T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.017102,-119.384212,1899-12-31T10:57:00Z,39.2,soft,low,low,Anacapa,Anacapa MPA
ANA_108,2020-06-09T00:00:00Z,11,4,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.017203,-119.394906,1899-12-31T11:07:00Z,56.4,soft,low,low,Anacapa,Anacapa MPA
ANA_109,2020-06-09T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.012595,-119.396589,1899-12-31T12:46:00Z,39.8,soft,low,low,Anacapa,Anacapa MPA
ANA_110,2020-06-09T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.010095,-119.405952,1899-12-31T12:55:00Z,41.7,soft,low,low,Anacapa,Anacapa MPA
ANA_111,2020-06-09T00:00:00Z,1,4,Anacapa,Front Side,MPA,ANA_SMCA,34.018716,-119.441902,1899-12-31T13:43:00Z,34,hard,medium,medium,Anacapa,Anacapa MPA
ANA_112,2020-06-09T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.021223,-119.442049,1899-12-31T13:47:00Z,48.3,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_113,2020-06-11T00:00:00Z,11,3,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023349,-119.359062,1899-12-31T08:23:00Z,45.8,soft,low,low,Anacapa,Anacapa MPA
ANA_114,2020-06-11T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.022766,-119.367744,1899-12-31T08:42:00Z,36,hard,high,high,Anacapa,Anacapa MPA
ANA_115,2020-06-11T00:00:00Z,1,3,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026824,-119.367232,1899-12-31T09:34:00Z,63.6,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_116,2020-06-11T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023259,-119.373478,1899-12-31T09:48:00Z,52.7,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_117,2020-06-11T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02182,-119.377296,1899-12-31T10:44:00Z,54.2,soft,low,low,Anacapa,Anacapa MPA
ANA_118,2020-06-11T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.027091,-119.377148,1899-12-31T10:57:00Z,68.9,soft,low,low,Anacapa,Anacapa MPA
ANA_119,2020-06-11T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02673,-119.373968,1899-12-31T11:45:00Z,63.5,soft,low,low,Anacapa,Anacapa MPA
ANA_120,2020-06-11T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.019077,-119.389256,1899-12-31T11:55:00Z,53.7,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_121,2020-06-11T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016495,-119.392495,1899-12-31T12:52:00Z,42.7,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_122,2020-06-11T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.010183,-119.406298,1899-12-31T13:11:00Z,40.1,soft,low,low,Anacapa,Anacapa MPA
ANA_123,2020-06-11T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_SMCA,34.018737,-119.442565,1899-12-31T14:00:00Z,36.2,mixed_hard,medium,medium,Anacapa,Anacapa MPA
ANA_124,2020-06-11T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.019939,-119.442641,1899-12-31T14:04:00Z,46,soft,low,low,Anacapa,Anacapa MPA
ANA_125,2020-06-19T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_SMCA,34.021177,-119.440521,1899-12-31T07:46:00Z,46.6,soft,low,low,Anacapa,Anacapa MPA
ANA_126,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.018672,-119.443608,1899-12-31T07:55:00Z,41.8,soft,low,low,Anacapa,Anacapa MPA
ANA_127,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.00999,-119.407513,1899-12-31T08:44:00Z,34.8,soft,low,low,Anacapa,Anacapa MPA
ANA_128,2020-06-19T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.017955,-119.39447,1899-12-31T08:55:00Z,58,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_129,2020-06-19T00:00:00Z,1,4,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.018136,-119.385765,1899-12-31T09:49:00Z,49.6,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_130,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.022491,-119.370566,1899-12-31T10:01:00Z,43.2,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_131,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02647,-119.374567,1899-12-31T10:58:00Z,62.2,soft,low,low,Anacapa,Anacapa MPA
ANA_132,2020-06-19T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.025958,-119.376692,1899-12-31T11:54:00Z,61.5,mixed_hard,medium,medium,Anacapa,Anacapa MPA
ANA_133,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023782,-119.360338,1899-12-31T12:01:00Z,50.1,mixed_hard,medium,medium,Anacapa,Anacapa MPA
ANA_134,2020-06-19T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026734,-119.365743,1899-12-31T12:25:00Z,62.5,hard,medium,low,Anacapa,Anacapa MPA
