drop_id,date,rig,usefulness,island,general_area,mpa_status,reserve_name,lat,long,time_in,depth,habitat,rugosity,relief,site,island_mpa
ANA_245,2021-09-16T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.99866,-119.4307,10:23:00,54.5,soft,low,0-1m,Anacapa,Anacapa REF
ANA_246,2021-09-16T00:00:00Z,12,1,Anacapa,Back Side,REF,ANA_REF,34.00056,-119.43807,10:34:00,51.4,hard,high,0-1m,Anacapa,Anacapa REF
ANA_247,2021-09-16T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,34.00408,-119.44057,10:47:00,51.2,soft,low,0-1m,Anacapa,Anacapa REF
ANA_248,2021-09-16T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01809,-119.39003,12:07:00,50.2,hard,high,>2m,Anacapa,Anacapa MPA
ANA_249,2021-09-16T00:00:00Z,12,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01741,-119.39332,12:23:00,50.1,NA,NA,NA,Anacapa,Anacapa MPA
ANA_250,2021-09-16T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01994,-119.38267,12:34:00,55.2,mixed_hard,low,0-1m,Anacapa,Anacapa MPA
ANA_251,2021-09-16T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02488,-119.37436,13:38:00,59.8,mixed_soft,low,0-1m,Anacapa,Anacapa MPA
ANA_252,2021-09-16T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02465,-119.37009,13:57:00,54.6,mixed_hard,high,>2m,Anacapa,Anacapa MPA
ANA_253,2021-09-16T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02569,-119.36361,14:11:00,55.8,mixed_hard,high,1-2m,Anacapa,Anacapa MPA
ANA_254,2021-11-09T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,34.00805,-119.35684,09:42:00,47,soft,low,0-1m,Anacapa,Anacapa REF
ANA_255,2021-11-09T00:00:00Z,12,1,Anacapa,Back Side,REF,ANA_REF,34.00627,-119.3635,09:51:00,45.1,mixed_soft,medium,1-2m,Anacapa,Anacapa REF
ANA_256,2021-11-09T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,34.0063,-119.3675,10:01:00,38.8,mixed_hard,medium,>2m,Anacapa,Anacapa REF
ANA_257,2021-11-09T00:00:00Z,1,3,Anacapa,Back Side,REF,ANA_REF,33.99468,-119.40359,11:06:00,44.4,hard,medium,1-2m,Anacapa,Anacapa REF
ANA_258,2021-11-09T00:00:00Z,12,1,Anacapa,Back Side,REF,ANA_REF,33.99591,-119.40736,11:13:00,39.9,hard,high,1-2m,Anacapa,Anacapa REF
ANA_259,2021-11-09T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,33.99442,-119.41628,11:29:00,49.6,mixed_hard,medium,1-2m,Anacapa,Anacapa REF
ANA_260,2021-11-09T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01591,-119.38579,13:15:00,34.2,mixed_hard,medium,1-2m,Anacapa,Anacapa MPA
ANA_261,2021-11-09T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01686,-119.38743,13:28:00,44,mixed_hard,medium,0-1m,Anacapa,Anacapa MPA
ANA_262,2021-11-09T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01604,-119.39119,13:38:00,38.3,hard,medium,1-2m,Anacapa,Anacapa MPA
ANA_264,2021-11-20T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02098,-119.36325,08:47:00,30.5,mixed_soft,low,1-2m,Anacapa,Anacapa MPA
ANA_265,2021-11-20T00:00:00Z,12,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02225,-119.36017,08:53:00,41.3,mixed_hard,medium,0-1m,Anacapa,Anacapa MPA
ANA_266,2021-11-20T00:00:00Z,12,2,Anacapa,Front Side,MPA,ANA_SMCA,34.01846,-119.43825,10:31:00,30.5,hard,high,>2m,Anacapa,Anacapa MPA
ANA_267,2021-11-20T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_SMCA,34.01846,-119.43269,10:37:00,33.7,mixed_hard,low,0-1m,Anacapa,Anacapa MPA
ANA_268,2021-11-20T00:00:00Z,1,4,Anacapa,Front Side,MPA,ANA_SMCA,34.02077,-119.42962,10:54:00,53.6,NA,NA,NA,Anacapa,Anacapa MPA
ANA_269,2021-11-20T00:00:00Z,1,4,Anacapa,Back Side,REF,ANA_REF,34.01374,-119.44833,12:15:00,36.1,NA,NA,NA,Anacapa,Anacapa REF
ANA_270,2021-11-20T00:00:00Z,13,2,Anacapa,Back Side,REF,ANA_REF,34.0066,-119.43873,13:26:00,41.7,mixed_hard,high,>2m,Anacapa,Anacapa REF
ANA_271,2021-11-20T00:00:00Z,12,2,Anacapa,Back Side,REF,ANA_REF,34.00375,-119.43266,13:33:00,41.8,mixed_hard,high,>2m,Anacapa,Anacapa REF
CAR_200,2021-08-09T00:00:00Z,13,3,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.04448,-120.0256,09:09:00,33.1,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_201,2021-08-09T00:00:00Z,12,4,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.04639,-120.03312,09:31:00,33.5,soft,medium,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_202,2021-08-09T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.04918,-120.08176,10:29:00,34.4,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_203,2021-08-09T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05903,-120.08206,10:41:00,37.3,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_204,2021-08-09T00:00:00Z,13,3,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06068,-120.06728,11:48:00,35.1,NA,NA,NA,Carrington Pt.,Carrington Pt. MPA
CAR_205,2021-08-09T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06374,-120.08333,12:05:00,43.9,mixed_hard,medium,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_206,2021-08-09T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06837,-120.08125,12:22:00,50.3,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_207,2021-08-09T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06534,-120.08831,13:11:00,47.6,NA,NA,NA,Carrington Pt.,Carrington Pt. REF
CAR_208,2021-08-09T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05648,-120.09866,13:25:00,49.9,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_209,2021-08-09T00:00:00Z,13,4,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05989,-120.09078,13:43:00,48,hard,high,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_210,2021-08-09T00:00:00Z,13,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05564,-120.09128,14:44:00,31.2,mixed_hard,medium,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_211,2021-08-09T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.04791,-120.09372,14:57:00,40.1,soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_212,2021-08-09T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05172,-120.10309,15:07:00,47.2,soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_213,2021-08-13T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.075,-120.05841,08:09:00,62.5,hard,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_214,2021-08-13T00:00:00Z,13,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.075,-120.06208,08:18:00,49,mixed_hard,medium,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_215,2021-08-13T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07267,-120.06371,08:30:00,49.5,soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_216,2021-08-13T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06282,-120.0552,09:19:00,39.4,hard,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_217,2021-08-13T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06163,-120.05155,09:28:00,44.8,mixed_hard,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_218,2021-08-13T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05801,-120.05175,09:35:00,36.2,soft,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_219,2021-08-13T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05791,-120.06557,10:31:00,36.9,mixed_hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_220,2021-08-13T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.0535,-120.0598,10:39:00,34.3,soft,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_221,2021-08-13T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.0632,-120.06091,10:53:00,30.2,hard,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_222,2021-08-13T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06901,-120.06526,11:38:00,43.4,hard,low,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_223,2021-08-13T00:00:00Z,13,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07064,-120.06875,11:46:00,50.7,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_224,2021-08-13T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06893,-120.07496,11:54:00,45.8,hard,high,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_225,2021-08-13T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06165,-120.09077,13:01:00,49,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_226,2021-08-13T00:00:00Z,13,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05845,-120.09225,13:07:00,48.3,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_227,2021-08-13T00:00:00Z,13,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05605,-120.09631,13:55:00,43.7,soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_228,2021-08-13T00:00:00Z,12,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05441,-120.10172,14:02:00,49.5,soft,low,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_229,2021-08-17T00:00:00Z,12,4,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06284,-120.06542,08:18:00,35.4,soft,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_230,2021-08-17T00:00:00Z,12,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05108,-120.08063,08:49:00,32.6,hard,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_231,2021-08-17T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05183,-120.08466,09:01:00,32.7,hard,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_232,2021-08-17T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.04677,-120.08418,09:16:00,30.2,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_233,2021-08-17T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06075,-120.08334,10:21:00,44.2,soft,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_234,2021-08-17T00:00:00Z,13,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05991,-120.08014,10:36:00,33.1,hard,medium,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_235,2021-08-17T00:00:00Z,12,3,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06223,-120.07809,10:50:00,40.7,mixed_hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_236,2021-08-17T00:00:00Z,12,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.04737,-120.08061,11:51:00,32,hard,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_237,2021-08-17T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.0495,-120.08465,12:13:00,33.2,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_238,2021-08-17T00:00:00Z,13,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.04787,-120.11794,13:00:00,30.2,mixed_hard,medium,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_239,2021-08-17T00:00:00Z,12,4,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.0494,-120.12635,13:13:00,30.5,NA,low,NA,Carrington Pt.,Carrington Pt. REF
CAR_240,2021-08-17T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.04742,-120.13972,14:15:00,30.6,hard,high,>2m,Carrington Pt.,Carrington Pt. REF
CAR_241,2021-08-31T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05289,-120.04568,08:07:00,34.2,hard,high,>2m,Carrington Pt.,Carrington Pt. MPA
CAR_242,2021-08-31T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05287,-120.0489,08:23:00,32,mixed_hard,medium,>2m,Carrington Pt.,Carrington Pt. MPA
CAR_243,2021-08-31T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05407,-120.05344,08:38:00,31.8,hard,medium,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_244,2021-08-31T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.0598,-120.07583,09:32:00,31,hard,high,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_245,2021-08-31T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05919,-120.07893,09:39:00,32.3,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_246,2021-08-31T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06166,-120.08133,09:48:00,40.1,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_247,2021-08-31T00:00:00Z,13,4,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05475,-120.09463,10:56:00,37.4,NA,NA,NA,Carrington Pt.,Carrington Pt. REF
CAR_248,2021-08-31T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.0551,-120.09789,11:04:00,44.4,soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_249,2021-08-31T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05068,-120.09975,11:15:00,43.6,hard,medium,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_250,2021-08-31T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.04926,-120.12022,12:09:00,34.3,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_251,2021-08-31T00:00:00Z,12,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05054,-120.12821,12:18:00,30.8,hard,high,>2m,Carrington Pt.,Carrington Pt. REF
CAR_252,2021-08-31T00:00:00Z,13,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05235,-120.13355,12:28:00,30.2,hard,high,>2m,Carrington Pt.,Carrington Pt. REF
CAR_253,2021-09-09T00:00:00Z,13,4,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05433,-120.10418,08:16:00,49.6,NA,NA,NA,Carrington Pt.,Carrington Pt. REF
CAR_254,2021-09-09T00:00:00Z,12,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05572,-120.09285,08:32:00,35.5,mixed_hard,high,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_255,2021-09-09T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06248,-120.08825,08:45:00,44.4,soft,low,>2m,Carrington Pt.,Carrington Pt. REF
CAR_256,2021-09-09T00:00:00Z,1,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06248,-120.07133,09:35:00,32.4,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_257,2021-09-09T00:00:00Z,12,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06075,-120.06934,09:44:00,33.6,mixed_soft,medium,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_258,2021-09-09T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06338,-120.05768,09:54:00,31.3,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_259,2021-09-09T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.0526,-120.06118,11:02:00,30.3,hard,high,>2m,Carrington Pt.,Carrington Pt. MPA
CAR_260,2021-09-09T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05288,-120.048,11:12:00,34.2,mixed_hard,medium,>2m,Carrington Pt.,Carrington Pt. MPA
CAR_261,2021-09-09T00:00:00Z,1,3,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05018,-120.03828,11:22:00,36.1,mixed_hard,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_262,2021-09-09T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06863,-120.05759,12:19:00,49,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_263,2021-09-09T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07066,-120.06371,12:26:00,44.7,mixed_hard,medium,>2m,Carrington Pt.,Carrington Pt. REF
CAR_264,2021-09-09T00:00:00Z,13,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06808,-120.06802,12:36:00,46.7,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_265,2021-09-17T00:00:00Z,13,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.04946,-120.12296,11:30:00,30.3,hard,low,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_266,2021-09-17T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05333,-120.14322,11:40:00,31,hard,high,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_267,2021-09-17T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05002,-120.14532,11:49:00,31.2,mixed_hard,medium,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_268,2021-09-17T00:00:00Z,1,4,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06764,-120.08545,12:59:00,48.8,mixed_hard,high,>2m,Carrington Pt.,Carrington Pt. REF
CAR_269,2021-09-17T00:00:00Z,12,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06977,-120.07139,13:07:00,44.9,hard,high,1-2m,Carrington Pt.,Carrington Pt. REF
CAR_270,2021-09-17T00:00:00Z,13,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07251,-120.07101,13:13:00,46.8,mixed_hard,medium,0-1m,Carrington Pt.,Carrington Pt. REF
CAR_271,2021-09-17T00:00:00Z,13,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06502,-120.05952,08:47:00,30.3,hard,medium,>2m,Carrington Pt.,Carrington Pt. MPA
CAR_272,2021-09-17T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06307,-120.06248,08:58:00,30.4,mixed_hard,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_273,2021-09-17T00:00:00Z,1,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05888,-120.0671,09:06:00,35.1,hard,high,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_274,2021-09-17T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05996,-120.07807,09:55:00,32.3,mixed_hard,medium,1-2m,Carrington Pt.,Carrington Pt. MPA
CAR_275,2021-09-17T00:00:00Z,12,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05927,-120.08602,10:04:00,37.5,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. MPA
CAR_276,2021-09-17T00:00:00Z,13,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06371,-120.08548,10:16:00,42.6,mixed_soft,low,0-1m,Carrington Pt.,Carrington Pt. MPA
