Filename,Frame,Time_(mins),Period,Period_time_(mins),OpCode,TapeReader,Depth,Comment,Date,Site,Camera_Type,Vis,Time_of_Drop,Heading,,,Family,Genus,Species,Species_Code,MaxN,Has_fed
ANA_025_LEFT_SEG3.MP4,3307,37.2745,2,5.5116,ANA_025,JZ,46.9,,12/9/2019,Back side,1,,,,,,Makebelieve,Phanerodon,furcatus,PFUR,1,No
ANA_025_LEFT_SEG1.MP4,19099,10.6212,1,8.8594,ANA_025,JZ,46.9,,12/9/2019,Back side,1,,,,,,Makebelieve,Semicossyphus,pulcher,SPUL,2,No
ANA_025_LEFT_SEG3.MP4,685,35.8163,2,4.0535,ANA_025,JZ,46.9,,12/9/2019,Back side,1,,,,,,Makebelieve,Semicossyphus,pulcher,SPUL,4,No
ANA_025_LEFT_SEG2.MP4,5878,20.9865,1,19.2248,ANA_025,JZ,46.9,,12/9/2019,Back side,1,,,,,,Makebelieve,Seriola,lalandi,SLAL,18,No
ANA_026_LEFT_SEG1.MP4,5651,3.1426,1,0.9721,ANA_026,JZ,48.8,,12/9/2019,Back side,11,,,,,,Makebelieve,Caulolatilus,princeps,CPRI,21,No
ANA_026_LEFT_SEG3.MP4,704,35.8269,2,3.6553,ANA_026,JZ,48.8,,12/9/2019,Back side,11,,,,,,Makebelieve,Caulolatilus,princeps,CPRI,5,No
ANA_026_LEFT_SEG1.MP4,6371,3.543,1,1.3725,ANA_026,JZ,48.8,,12/9/2019,Back side,11,,,,,,Makebelieve,Chromis,punctipinnis,CPUN,11,No
ANA_026_LEFT_SEG1.MP4,19242,10.7007,1,8.5302,ANA_026,JZ,48.8,,12/9/2019,Back side,11,,,,,,Makebelieve,Phanerodon,furcatus,PFUR,1,No
ANA_026_LEFT_SEG2.MP4,13853,25.4215,1,23.251,ANA_026,JZ,48.8,,12/9/2019,Back side,11,,,,,,Makebelieve,Semicossyphus,pulcher,SPUL,3,No
ANA_026_LEFT_SEG3.MP4,4066,37.6965,2,5.525,ANA_026,JZ,48.8,,12/9/2019,Back side,11,,,,,,Makebelieve,Semicossyphus,pulcher,SPUL,1,No
ANA_026_LEFT_SEG2.MP4,6119,21.1205,1,18.95,ANA_026,JZ,48.8,,12/9/2019,Back side,11,,,,,,Makebelieve,Stereolepis,gigas,SGIG,1,No
ANA_027_LEFT_SEG1.MP4,14313,3.9798,1,2.3537,ANA_027,KM,40.4,,12/9/2019,,,,,,,,Makebelieve,Caulolatilus,princeps,CPRI,24,No
ANA_027_LEFT_SEG1.MP4,14313,3.9798,1,2.3537,ANA_027,KM,40.4,,12/9/2019,,,,,,,,Makebelieve,Chromis,punctipinnis,CPUN,17,No
ANA_027_LEFT_SEG2.MP4,56708,33.4857,2,1.8582,ANA_027,KM,40.4,,12/9/2019,,,,,,,,Makebelieve,Phanerodon,furcatus,PFUR,1,No
ANA_027_LEFT_SEG2.MP4,56708,33.4857,2,1.8582,ANA_027,KM,40.4,,12/9/2019,,,,,,,,Makebelieve,Sebastes,caurinus,SCAU,1,No
ANA_027_LEFT_SEG2.MP4,22931,24.0938,1,22.4677,ANA_027,KM,40.4,,12/9/2019,,,,,,,,Makebelieve,Semicossyphus,pulcher,SPUL,6,No
ANA_027_LEFT_SEG3.MP4,16848,40.1201,2,8.4927,ANA_027,KM,40.4,,12/9/2019,,,,,,,,Makebelieve,Stereolepis,gigas,,1,No
ANA_027_LEFT_SEG1.MP4,14313,3.9798,1,2.3537,ANA_027,KM,40.4,,12/9/2019,,,,,,,,Makebelieve,Unidentified,sp,,13,No
ANA_028_LEFT_SEG2.MP4,53721,32.6551,1,29.2367,ANA_028,JZ JE,39.8,N/A,12_09_2019,ANACAPA_MPA,RIG_3,10:46,,,,,Makebelieve,No Fish,No Fish,NO_FISH,1,No
ANA_029_LEFT_SEG1.MP4,20357,11.3208,1,9.9249,ANA_029,JZ,40.9,N/A,12_9_2019,ANACAPA_MPA,RIG_11,10:52,,,,,Makebelieve,Citharichthys,sp,,4,No
ANA_029_LEFT_SEG2.MP4,26702,32.567,2,0.6701,ANA_029,JZ,40.9,N/A,12_9_2019,ANACAPA_MPA,RIG_11,10:52,,,,,Makebelieve,Citharichthys,sp,,3,No
ANA_029_LEFT_SEG2.MP4,6697,21.442,1,20.0461,ANA_029,JZ,40.9,N/A,12_9_2019,ANACAPA_MPA,RIG_11,10:52,,,,,Makebelieve,Myliobatis,californica,BRAY,1,No
ANA_029_LEFT_SEG2.MP4,13893,25.4438,1,24.0479,ANA_029,JZ,40.9,N/A,12_9_2019,ANACAPA_MPA,RIG_11,10:52,,,,,Makebelieve,Stereolepis,gigas,SGIG,1,No
ANA_030_LEFT_SEG1.MP4,8013,4.4561,1,1.8936,ANA_030,CJ,34.7,,12/9/2019,Anacapa Front Side,Rig_1,,,,,,Makebelieve,Caulolatilus,princeps,CPRI,6,No
ANA_031_LEFT_SEG1.MP4,7688,4.2754,1,2.0793,ANA_031,JZ,35.9,N/A,12_13_2019,ANACAPA_MPA,3,9:18,,,,,Makebelieve,Caulolatilus,princeps,CPRI,52,No
