drop_id,bm_AHOL,bm_COTSP,bm_CPRI,bm_CPUN,bm_CSOR,bm_CVEN,bm_EJAC,bm_GGAL,bm_HARG,bm_HRUB,bm_HSEM,bm_LDAL,bm_LHIR,bm_OCAL,bm_OELO,bm_OPIC,bm_OYT,bm_PATR,bm_PCAL,bm_PCLA,bm_PCOE,bm_PFUR,bm_PMAC,bm_RNIC,bm_RONSP,bm_RTOX,bm_RVAC,bm_SATR,bm_SAUR,bm_SCAR,bm_SCAU,bm_SCHR,bm_SENT,bm_SGIG,bm_SGUT,bm_SHOP,bm_SLAL,bm_SLUC,bm_SMAR,bm_SMIN,bm_SMYS,bm_SPAU,bm_SPIN,bm_SPUL,bm_SRAS,bm_SROS,bm_SRUB,bm_SSAG,bm_SSAX,bm_SSEM,bm_STRE,bm_SUMB,bm_TSYM,date,rig,usefulness,island,general_area,mpa_status,reserve_name,lat,long,time_in,depth,habitat,rugosity,relief,site,island_mpa
ANA_078,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2020-05-30T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,34.000887,-119.437855,1899-12-31T09:06:00Z,51.7,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_079,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-05-30T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.99573,-119.405195,1899-12-31T09:24:00Z,41.6,soft,low,low,Anacapa,Anacapa REF
ANA_080,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-05-30T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.000276,-119.367415,1899-12-31T10:18:00Z,63.1,soft,low,low,Anacapa,Anacapa REF
ANA_081,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,2020-05-30T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.017251,-119.343118,1899-12-31T10:35:00Z,48.8,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_082,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,2020-05-30T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,34.017445,-119.342445,1899-12-31T10:45:00Z,53.8,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_083,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,2020-05-30T00:00:00Z,11,2,Anacapa,Back Side,REF,ANA_REF,34.01778,-119.341546,1899-12-31T11:18:00Z,59,hard,medium,medium,Anacapa,Anacapa REF
ANA_084,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,2020-05-30T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.024372,-119.350482,1899-12-31T12:23:00Z,55.2,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_085,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,2020-05-30T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,34.024846,-119.350923,1899-12-31T12:27:00Z,58,mixed_soft,medium,low,Anacapa,Anacapa REF
ANA_086,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-05-30T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.025637,-119.351546,1899-12-31T12:37:00Z,59.6,soft,low,low,Anacapa,Anacapa REF
ANA_087,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,2020-05-30T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.996414,-119.377401,1899-12-31T13:45:00Z,67.1,soft,low,low,Anacapa,Anacapa REF
ANA_090,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-06-05T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.019426,-119.442994,1899-12-31T09:14:00Z,44.5,soft,low,low,Anacapa,Anacapa MPA
ANA_093,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,2020-06-05T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016544,-119.393569,1899-12-31T10:41:00Z,44.1,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_094,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,2020-06-05T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.017338,-119.389709,1899-12-31T10:54:00Z,50.1,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_095,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2020-06-05T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.020755,-119.371745,1899-12-31T11:48:00Z,34.6,hard,medium,low,Anacapa,Anacapa MPA
ANA_096,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2020-06-05T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023423,-119.368446,1899-12-31T11:56:00Z,44.1,mixed_hard,medium,medium,Anacapa,Anacapa MPA
ANA_097,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,2020-06-05T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.020578,-119.362114,1899-12-31T12:14:00Z,30.3,soft,low,low,Anacapa,Anacapa MPA
ANA_098,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2020-06-05T00:00:00Z,3,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.025204,-119.363691,1899-12-31T13:15:00Z,54.1,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_099,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,2020-06-05T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.022245,-119.367192,1899-12-31T13:23:00Z,36.2,soft,low,low,Anacapa,Anacapa MPA
ANA_100,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,2020-06-05T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020136,-119.382616,1899-12-31T13:38:00Z,56.4,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_101,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,2020-06-09T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.020705,-119.357654,1899-12-31T08:07:00Z,32.6,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_102,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-06-09T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026384,-119.36558,1899-12-31T08:18:00Z,60.8,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_103,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-06-09T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026846,-119.371107,1899-12-31T09:00:00Z,64.6,hard,medium,medium,Anacapa,Anacapa MPA
ANA_104,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2020-06-09T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.025232,-119.372754,1899-12-31T09:06:00Z,58.8,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_109,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-06-09T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.012595,-119.396589,1899-12-31T12:46:00Z,39.8,soft,low,low,Anacapa,Anacapa MPA
ANA_110,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,2020-06-09T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.010095,-119.405952,1899-12-31T12:55:00Z,41.7,soft,low,low,Anacapa,Anacapa MPA
ANA_112,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,2020-06-09T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.021223,-119.442049,1899-12-31T13:47:00Z,48.3,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_114,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,2020-06-11T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.022766,-119.367744,1899-12-31T08:42:00Z,36,hard,high,high,Anacapa,Anacapa MPA
ANA_116,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-06-11T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023259,-119.373478,1899-12-31T09:48:00Z,52.7,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-06-11T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02182,-119.377296,1899-12-31T10:44:00Z,54.2,soft,low,low,Anacapa,Anacapa MPA
ANA_118,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2020-06-11T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.027091,-119.377148,1899-12-31T10:57:00Z,68.9,soft,low,low,Anacapa,Anacapa MPA
ANA_119,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2020-06-11T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02673,-119.373968,1899-12-31T11:45:00Z,63.5,soft,low,low,Anacapa,Anacapa MPA
ANA_120,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,2020-06-11T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.019077,-119.389256,1899-12-31T11:55:00Z,53.7,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_121,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-06-11T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016495,-119.392495,1899-12-31T12:52:00Z,42.7,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-06-11T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.010183,-119.406298,1899-12-31T13:11:00Z,40.1,soft,low,low,Anacapa,Anacapa MPA
ANA_123,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-06-11T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_SMCA,34.018737,-119.442565,1899-12-31T14:00:00Z,36.2,mixed_hard,medium,medium,Anacapa,Anacapa MPA
ANA_125,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,2020-06-19T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_SMCA,34.021177,-119.440521,1899-12-31T07:46:00Z,46.6,soft,low,low,Anacapa,Anacapa MPA
ANA_126,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.018672,-119.443608,1899-12-31T07:55:00Z,41.8,soft,low,low,Anacapa,Anacapa MPA
ANA_127,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.00999,-119.407513,1899-12-31T08:44:00Z,34.8,soft,low,low,Anacapa,Anacapa MPA
ANA_128,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-06-19T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.017955,-119.39447,1899-12-31T08:55:00Z,58,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_130,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.022491,-119.370566,1899-12-31T10:01:00Z,43.2,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_131,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02647,-119.374567,1899-12-31T10:58:00Z,62.2,soft,low,low,Anacapa,Anacapa MPA
ANA_132,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,2020-06-19T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.025958,-119.376692,1899-12-31T11:54:00Z,61.5,mixed_hard,medium,medium,Anacapa,Anacapa MPA
ANA_133,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023782,-119.360338,1899-12-31T12:01:00Z,50.1,mixed_hard,medium,medium,Anacapa,Anacapa MPA
ANA_134,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,2020-06-19T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026734,-119.365743,1899-12-31T12:25:00Z,62.5,hard,medium,low,Anacapa,Anacapa MPA
ANA_135,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.024493,-119.363921,1899-12-31T12:49:00Z,51,soft,low,low,Anacapa,Anacapa MPA
ANA_136,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2020-06-19T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.024698,-119.368988,1899-12-31T13:16:00Z,55.8,soft,low,low,Anacapa,Anacapa MPA
ANA_137,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-08-07T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.022875,-119.367388,1899-12-31T08:30:00Z,37.7,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_140,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-08-07T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.021657,-119.379231,1899-12-31T10:04:00Z,58.3,hard,medium,medium,Anacapa,Anacapa MPA
ANA_144,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-08-07T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016913,-119.387667,1899-12-31T13:41:00Z,44.2,hard,high,high,Anacapa,Anacapa MPA
ANA_145,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2020-09-26T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023796,-119.371656,1899-12-31T09:47:00Z,52.3,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_146,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,2020-09-26T00:00:00Z,3,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.021745,-119.368476,1899-12-31T10:02:00Z,30.9,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_147,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-09-26T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.020799,-119.371338,1899-12-31T10:50:00Z,34.9,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_148,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,2020-09-26T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.019635,-119.374523,1899-12-31T10:59:00Z,30.4,mixed_hard,high,medium,Anacapa,Anacapa MPA
ANA_149,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2020-09-26T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016448,-119.394208,1899-12-31T11:57:00Z,47.6,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_150,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,2020-09-26T00:00:00Z,3,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.013061,-119.395871,1899-12-31T12:09:00Z,33.8,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_151,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-09-26T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.005784,-119.439312,1899-12-31T13:05:00Z,43.8,mixed_hard,high,high,Anacapa,Anacapa REF
ANA_152,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,2020-09-26T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.005912,-119.435845,1899-12-31T13:18:00Z,39.2,soft,low,low,Anacapa,Anacapa REF
ANA_154,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,2020-09-26T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.007785,-119.355134,1899-12-31T14:39:00Z,47.4,hard,high,high,Anacapa,Anacapa REF
ANA_156,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,2020-09-26T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.014539,-119.349149,1899-12-31T15:28:00Z,33.6,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_157,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2020-10-03T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.000583,-119.441267,1899-12-31T08:22:00Z,51.4,soft,low,low,Anacapa,Anacapa REF
ANA_159,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.018131,-119.395005,1899-12-31T09:45:00Z,62.6,soft,low,low,Anacapa,Anacapa MPA
ANA_160,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,2020-10-03T00:00:00Z,3,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.018517,-119.389201,1899-12-31T09:56:00Z,52.7,hard,medium,medium,Anacapa,Anacapa MPA
ANA_161,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA
