drop_id,bm_AHOL,bm_COTSP,bm_CPRI,bm_CPUN,bm_CSOR,bm_CVEN,bm_EJAC,bm_GGAL,bm_HARG,bm_HRUB,bm_HSEM,bm_LDAL,bm_LHIR,bm_OCAL,bm_OELO,bm_OPIC,bm_OYT,bm_PATR,bm_PCAL,bm_PCLA,bm_PCOE,bm_PFUR,bm_PMAC,bm_RNIC,bm_RONSP,bm_RTOX,bm_RVAC,bm_SATR,bm_SAUR,bm_SCAR,bm_SCAU,bm_SCHR,bm_SENT,bm_SGIG,bm_SGUT,bm_SHOP,bm_SLAL,bm_SLUC,bm_SMAR,bm_SMIN,bm_SMYS,bm_SPAU,bm_SPIN,bm_SPUL,bm_SRAS,bm_SROS,bm_SRUB,bm_SSAG,bm_SSAX,bm_SSEM,bm_STRE,bm_SUMB,bm_TSYM,date,rig,usefulness,island,general_area,mpa_status,reserve_name,lat,long,time_in,depth,habitat,rugosity,relief,site,island_mpa
ANA_162,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA
ANA_163,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023566,-119.372981,1899-12-31T11:44:00Z,54.4,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_164,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026669,-119.371133,1899-12-31T11:50:00Z,62.9,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_165,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,2020-10-03T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,33.994169,-119.405816,1899-12-31T13:11:00Z,52.4,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_167,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-10-03T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.993368,-119.423988,1899-12-31T14:11:00Z,58.5,soft,low,low,Anacapa,Anacapa REF
ANA_168,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-10-03T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,33.99431,-119.42698,1899-12-31T14:19:00Z,62.6,mixed_hard,low,low,Anacapa,Anacapa REF
ANA_169,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,2020-10-24T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.016574,-119.335116,1899-12-31T09:12:00Z,80.1,hard,high,medium,Anacapa,Anacapa REF
ANA_173,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-10-24T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.024776,-119.427825,1899-12-31T11:59:00Z,74.6,soft,low,low,Anacapa,Anacapa MPA
ANA_174,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2020-10-24T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_SMCA,34.02422,-119.421018,1899-12-31T12:14:00Z,73.6,soft,low,low,Anacapa,Anacapa MPA
ANA_176,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-24T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.028849,-119.370939,1899-12-31T13:28:00Z,73.8,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_177,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,576,2020-10-24T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016844,-119.383341,1899-12-31T14:39:00Z,31.8,hard,high,high,Anacapa,Anacapa MPA
ANA_179,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,2020-10-24T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,34.01303,-119.351232,1899-12-31T15:45:00Z,33.4,hard,high,high,Anacapa,Anacapa REF
ANA_180,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2020-10-24T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.015265,-119.347158,1899-12-31T15:53:00Z,39.8,soft,low,low,Anacapa,Anacapa REF
ANA_183,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,2020-10-28T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.027041,-119.38057,1899-12-31T09:20:00Z,77.6,soft,low,low,Anacapa,Anacapa MPA
ANA_184,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,2020-10-28T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.023735,-119.387056,1899-12-31T09:29:00Z,73.7,soft,low,low,Anacapa,Anacapa MPA
ANA_185,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-28T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.022251,-119.393961,1899-12-31T10:23:00Z,75,soft,low,low,Anacapa,Anacapa MPA
ANA_186,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,2020-10-28T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.021913,-119.418032,1899-12-31T10:34:00Z,70.4,soft,low,low,Anacapa,Anacapa MPA
ANA_187,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2020-10-28T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.027869,-119.418696,1899-12-31T11:21:00Z,80.7,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_188,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,2020-10-28T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_SMCA,34.027453,-119.431582,1899-12-31T11:32:00Z,77.8,soft,low,low,Anacapa,Anacapa MPA
ANA_189,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,2020-10-28T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,33.99125,-119.384787,1899-12-31T12:58:00Z,79.4,hard,medium,low,Anacapa,Anacapa REF
ANA_190,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2020-10-28T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.993387,-119.380329,1899-12-31T13:05:00Z,76.2,soft,low,low,Anacapa,Anacapa REF
ANA_191,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2020-10-28T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.997317,-119.359778,1899-12-31T13:57:00Z,73.3,mixed_hard,medium,medium,Anacapa,Anacapa REF
ANA_192,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2020-10-28T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,33.999109,-119.356567,1899-12-31T14:04:00Z,73.6,soft,low,low,Anacapa,Anacapa REF
ANA_193,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,2020-10-29T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026673,-119.367288,1899-12-31T08:10:00Z,63.5,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_194,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-10-29T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02387,-119.357451,1899-12-31T08:28:00Z,52.2,soft,low,low,Anacapa,Anacapa MPA
ANA_195,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2020-10-29T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026625,-119.374042,1899-12-31T09:18:00Z,62.8,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_196,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,2020-10-29T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.024394,-119.375938,1899-12-31T09:25:00Z,60.6,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_201,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2020-08-23T00:00:00Z,11,2,Anacapa,Back Side,REF,ANA_REF,34.025444,-119.346348,1899-12-31T09:48:00Z,64.9,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_204,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-08-24T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.018234,-119.43661,1899-12-31T11:52:00Z,31.2,soft,low,low,Anacapa,Anacapa MPA
ANA_205,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,2021-08-10T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02311,-119.3704,08:58:00,45.8,mixed_hard,medium,1-2m,Anacapa,Anacapa MPA
ANA_206,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2021-08-10T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.01918,-119.37543,09:22:00,31,mixed_soft,low,1-2m,Anacapa,Anacapa MPA
ANA_207,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2021-08-10T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02149,-119.3776,09:44:00,54.2,soft,low,0-1m,Anacapa,Anacapa MPA
ANA_208,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,2021-08-10T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01941,-119.38075,10:14:00,45.1,mixed_soft,low,0-1m,Anacapa,Anacapa MPA
ANA_209,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,2021-08-10T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01821,-119.3844,10:42:00,46.8,mixed_hard,low,0-1m,Anacapa,Anacapa MPA
ANA_210,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,2021-08-10T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01702,-119.3899,11:15:00,49.9,hard,high,>2m,Anacapa,Anacapa MPA
ANA_213,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2021-08-10T00:00:00Z,12,1,Anacapa,Back Side,REF,ANA_REF,33.99598,-119.41435,13:17:00,44.8,mixed_soft,low,0-1m,Anacapa,Anacapa REF
ANA_214,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,2021-08-10T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.99899,-119.42256,13:31:00,34.2,hard,medium,0-1m,Anacapa,Anacapa REF
ANA_215,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2021-08-10T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,33.99675,-119.42257,13:46:00,50.8,mixed_hard,medium,1-2m,Anacapa,Anacapa REF
ANA_217,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2021-08-19T00:00:00Z,12,1,Anacapa,Back Side,REF,ANA_REF,33.99387,-119.38464,08:33:00,74.9,soft,low,0-1m,Anacapa,Anacapa REF
ANA_218,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,2021-08-19T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,33.99186,-119.39003,08:52:00,80.2,mixed_hard,high,>2m,Anacapa,Anacapa REF
ANA_219,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,2021-08-19T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,33.9903,-119.40723,09:50:00,78.3,mixed_hard,medium,1-2m,Anacapa,Anacapa REF
ANA_220,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-08-19T00:00:00Z,12,1,Anacapa,Back Side,REF,ANA_REF,33.9901,-119.41337,10:00:00,71.8,soft,low,0-1m,Anacapa,Anacapa REF
ANA_221,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2021-08-19T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.99039,-119.4231,10:10:00,71.8,mixed_hard,high,1-2m,Anacapa,Anacapa REF
ANA_222,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2021-08-19T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_SMCA,34.02545,-119.42052,11:34:00,79.1,soft,low,0-1m,Anacapa,Anacapa MPA
ANA_223,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-19T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_SMCA,34.02203,-119.41811,11:50:00,70.5,soft,low,0-1m,Anacapa,Anacapa MPA
ANA_225,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,2021-08-19T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02737,-119.37062,12:58:00,67.5,mixed_soft,medium,1-2m,Anacapa,Anacapa MPA
ANA_226,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,2021-08-19T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02791,-119.37434,13:07:00,73.4,mixed_soft,medium,1-2m,Anacapa,Anacapa MPA
ANA_227,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,2021-08-19T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.02729,-119.37888,13:18:00,72.6,mixed_soft,medium,0-1m,Anacapa,Anacapa MPA
ANA_228,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,2021-08-19T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.02375,-119.3869,14:21:00,73.7,soft,low,0-1m,Anacapa,Anacapa MPA
ANA_230,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-08-24T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02836,-119.37195,08:03:00,72.6,soft,low,0-1m,Anacapa,Anacapa MPA
ANA_231,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2021-08-24T00:00:00Z,13,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02644,-119.36629,08:25:00,61.4,soft,low,0-1m,Anacapa,Anacapa MPA
ANA_232,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-08-24T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,33.99822,-119.36343,09:42:00,73,soft,low,0-1m,Anacapa,Anacapa REF
ANA_234,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,2021-08-24T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02848,-119.36958,08:41:00,71.1,mixed_soft,low,0-1m,Anacapa,Anacapa MPA
ANA_235,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-08-24T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.99836,-119.35899,09:33:00,74.6,soft,low,0-1m,Anacapa,Anacapa REF
ANA_236,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,2021-08-24T00:00:00Z,12,2,Anacapa,Back Side,REF,ANA_REF,33.99993,-119.37371,11:02:00,52.7,mixed_hard,high,>2m,Anacapa,Anacapa REF
ANA_237,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,2021-08-24T00:00:00Z,13,2,Anacapa,Back Side,REF,ANA_REF,33.99921,-119.37733,11:19:00,51.3,mixed_hard,medium,1-2m,Anacapa,Anacapa REF
ANA_238,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,2021-08-24T00:00:00Z,1,2,Anacapa,Back Side,REF,ANA_REF,33.99914,-119.38622,11:35:00,50.5,mixed_soft,low,0-1m,Anacapa,Anacapa REF
ANA_239,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-08-24T00:00:00Z,1,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02236,-119.37516,12:45:00,54.1,mixed_soft,low,0-1m,Anacapa,Anacapa MPA
ANA_240,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,2021-08-24T00:00:00Z,13,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02447,-119.37599,13:03:00,61.2,mixed_hard,high,1-2m,Anacapa,Anacapa MPA
ANA_242,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,2021-09-16T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,33.99137,-119.411,09:03:00,62.6,mixed_hard,medium,1-2m,Anacapa,Anacapa REF
ANA_243,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,2021-09-16T00:00:00Z,12,2,Anacapa,Back Side,REF,ANA_REF,33.99218,-119.41862,09:14:00,60.1,mixed_hard,low,0-1m,Anacapa,Anacapa REF
ANA_244,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,2021-09-16T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.99418,-119.42542,09:23:00,59,hard,high,1-2m,Anacapa,Anacapa REF
ANA_245,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,2021-09-16T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,33.99866,-119.4307,10:23:00,54.5,soft,low,0-1m,Anacapa,Anacapa REF
ANA_246,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,2021-09-16T00:00:00Z,12,1,Anacapa,Back Side,REF,ANA_REF,34.00056,-119.43807,10:34:00,51.4,hard,high,0-1m,Anacapa,Anacapa REF
ANA_247,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2021-09-16T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,34.00408,-119.44057,10:47:00,51.2,soft,low,0-1m,Anacapa,Anacapa REF
