drop_id,pisco_code,biomass_kg
CAR_242,bm_HARG,180
CAR_243,bm_HARG,162
CAR_244,bm_HARG,480
CAR_245,bm_HARG,152
CAR_246,bm_HARG,190
CAR_248,bm_HARG,42
CAR_249,bm_HARG,136
CAR_250,bm_HARG,2
CAR_251,bm_HARG,416
CAR_252,bm_HARG,310
CAR_254,bm_HARG,32
CAR_255,bm_HARG,84
CAR_256,bm_HARG,500
CAR_257,bm_HARG,9
CAR_258,bm_HARG,154
CAR_259,bm_HARG,68
CAR_260,bm_HARG,40
CAR_262,bm_HARG,1298
CAR_263,bm_HARG,77
CAR_264,bm_HARG,6
CAR_265,bm_HARG,320
CAR_266,bm_HARG,152
CAR_267,bm_HARG,420
CAR_269,bm_HARG,35
CAR_271,bm_HARG,684
CAR_272,bm_HARG,189
CAR_273,bm_HARG,275
CAR_274,bm_HARG,286
CAR_275,bm_HARG,12
CAR_276,bm_HARG,152
ANA_001,bm_HRUB,80
ANA_002,bm_HRUB,88
ANA_003,bm_HRUB,259
ANA_004,bm_HRUB,75
ANA_005,bm_HRUB,26
ANA_006,bm_HRUB,8
ANA_007,bm_HRUB,30
ANA_009,bm_HRUB,12
ANA_011,bm_HRUB,4
ANA_013,bm_HRUB,84
ANA_015,bm_HRUB,24
ANA_018,bm_HRUB,7
ANA_019,bm_HRUB,11
ANA_020,bm_HRUB,176
ANA_022,bm_HRUB,1
ANA_023,bm_HRUB,3
ANA_024,bm_HRUB,40
ANA_025,bm_HRUB,64
ANA_026,bm_HRUB,45
ANA_027,bm_HRUB,140
ANA_029,bm_HRUB,3
ANA_031,bm_HRUB,124
ANA_032,bm_HRUB,14
ANA_034,bm_HRUB,66
ANA_035,bm_HRUB,156
ANA_036,bm_HRUB,6
ANA_037,bm_HRUB,90
ANA_040,bm_HRUB,224
ANA_041,bm_HRUB,240
ANA_042,bm_HRUB,126
ANA_043,bm_HRUB,3
ANA_044,bm_HRUB,8
ANA_045,bm_HRUB,14
ANA_046,bm_HRUB,217
ANA_047,bm_HRUB,10
ANA_048,bm_HRUB,210
ANA_050,bm_HRUB,98
ANA_051,bm_HRUB,125
ANA_052,bm_HRUB,24
ANA_054,bm_HRUB,6
ANA_056,bm_HRUB,36
ANA_057,bm_HRUB,78
ANA_058,bm_HRUB,34
ANA_059,bm_HRUB,150
ANA_060,bm_HRUB,76
ANA_061,bm_HRUB,1
ANA_067,bm_HRUB,32
ANA_068,bm_HRUB,150
ANA_070,bm_HRUB,96
ANA_071,bm_HRUB,88
ANA_072,bm_HRUB,30
ANA_073,bm_HRUB,144
ANA_074,bm_HRUB,405
ANA_077,bm_HRUB,68
ANA_078,bm_HRUB,20
ANA_079,bm_HRUB,21
ANA_080,bm_HRUB,2
ANA_081,bm_HRUB,182
ANA_082,bm_HRUB,69
ANA_083,bm_HRUB,252
ANA_084,bm_HRUB,180
ANA_085,bm_HRUB,72
ANA_086,bm_HRUB,9
ANA_087,bm_HRUB,85
ANA_090,bm_HRUB,4
ANA_093,bm_HRUB,135
ANA_094,bm_HRUB,236
ANA_095,bm_HRUB,42
ANA_096,bm_HRUB,48
ANA_097,bm_HRUB,156
ANA_098,bm_HRUB,40
ANA_099,bm_HRUB,63
ANA_100,bm_HRUB,128
ANA_101,bm_HRUB,120
ANA_102,bm_HRUB,3
ANA_103,bm_HRUB,2
ANA_104,bm_HRUB,20
ANA_109,bm_HRUB,2
ANA_110,bm_HRUB,57
ANA_112,bm_HRUB,282
ANA_114,bm_HRUB,176
ANA_116,bm_HRUB,12
ANA_117,bm_HRUB,1
ANA_118,bm_HRUB,26
ANA_119,bm_HRUB,32
ANA_120,bm_HRUB,49
ANA_121,bm_HRUB,7
ANA_122,bm_HRUB,1
ANA_123,bm_HRUB,12
ANA_125,bm_HRUB,90
ANA_126,bm_HRUB,6
ANA_127,bm_HRUB,12
ANA_128,bm_HRUB,4
ANA_130,bm_HRUB,174
ANA_131,bm_HRUB,120
ANA_132,bm_HRUB,174
ANA_133,bm_HRUB,45
ANA_134,bm_HRUB,261
ANA_135,bm_HRUB,42
ANA_136,bm_HRUB,18
ANA_137,bm_HRUB,6
ANA_140,bm_HRUB,25
ANA_144,bm_HRUB,30
ANA_145,bm_HRUB,48
ANA_146,bm_HRUB,120
ANA_147,bm_HRUB,24
ANA_148,bm_HRUB,190
ANA_149,bm_HRUB,88
ANA_150,bm_HRUB,140
ANA_151,bm_HRUB,30
ANA_152,bm_HRUB,54
ANA_154,bm_HRUB,312
ANA_156,bm_HRUB,225
ANA_157,bm_HRUB,96
ANA_159,bm_HRUB,5
ANA_160,bm_HRUB,189
ANA_161,bm_HRUB,240
ANA_162,bm_HRUB,12
ANA_163,bm_HRUB,60
ANA_164,bm_HRUB,135
ANA_165,bm_HRUB,126
ANA_167,bm_HRUB,24
ANA_168,bm_HRUB,30
ANA_169,bm_HRUB,366
ANA_173,bm_HRUB,9
ANA_174,bm_HRUB,56
ANA_176,bm_HRUB,8
ANA_177,bm_HRUB,576
ANA_179,bm_HRUB,136
ANA_180,bm_HRUB,16
ANA_183,bm_HRUB,102
ANA_184,bm_HRUB,210
ANA_185,bm_HRUB,6
ANA_186,bm_HRUB,72
ANA_187,bm_HRUB,44
ANA_188,bm_HRUB,168
ANA_189,bm_HRUB,182
ANA_190,bm_HRUB,39
ANA_191,bm_HRUB,48
ANA_192,bm_HRUB,36
ANA_193,bm_HRUB,245
ANA_194,bm_HRUB,9
ANA_195,bm_HRUB,55
ANA_196,bm_HRUB,75
ANA_201,bm_HRUB,44
ANA_204,bm_HRUB,6
ANA_205,bm_HRUB,210
ANA_206,bm_HRUB,88
ANA_207,bm_HRUB,66
ANA_208,bm_HRUB,150
ANA_209,bm_HRUB,110
ANA_210,bm_HRUB,120
ANA_213,bm_HRUB,24
ANA_214,bm_HRUB,175
ANA_215,bm_HRUB,40
ANA_217,bm_HRUB,27
ANA_218,bm_HRUB,240
ANA_219,bm_HRUB,256
ANA_220,bm_HRUB,10
ANA_221,bm_HRUB,100
ANA_222,bm_HRUB,42
ANA_223,bm_HRUB,3
ANA_225,bm_HRUB,95
ANA_226,bm_HRUB,168
ANA_227,bm_HRUB,98
ANA_228,bm_HRUB,52
ANA_230,bm_HRUB,14
ANA_231,bm_HRUB,60
ANA_232,bm_HRUB,8
ANA_234,bm_HRUB,72
ANA_235,bm_HRUB,21
ANA_236,bm_HRUB,272
ANA_237,bm_HRUB,1170
ANA_238,bm_HRUB,203
ANA_239,bm_HRUB,13
ANA_240,bm_HRUB,216
ANA_242,bm_HRUB,190
ANA_243,bm_HRUB,104
ANA_244,bm_HRUB,260
ANA_245,bm_HRUB,63
ANA_246,bm_HRUB,210
ANA_247,bm_HRUB,40
ANA_248,bm_HRUB,408
ANA_250,bm_HRUB,12
ANA_251,bm_HRUB,36
ANA_252,bm_HRUB,26
ANA_253,bm_HRUB,282
ANA_254,bm_HRUB,28
ANA_255,bm_HRUB,78
ANA_256,bm_HRUB,45
ANA_258,bm_HRUB,85
ANA_259,bm_HRUB,55
ANA_260,bm_HRUB,384
ANA_261,bm_HRUB,20
ANA_262,bm_HRUB,12
ANA_264,bm_HRUB,20
ANA_265,bm_HRUB,40
ANA_266,bm_HRUB,414
ANA_267,bm_HRUB,42
ANA_270,bm_HRUB,160
ANA_271,bm_HRUB,598
CAR_001,bm_HRUB,68
CAR_002,bm_HRUB,40
CAR_003,bm_HRUB,462
CAR_004,bm_HRUB,14
CAR_005,bm_HRUB,28
CAR_009,bm_HRUB,536
CAR_010,bm_HRUB,4
CAR_011,bm_HRUB,48
CAR_012,bm_HRUB,4
CAR_014,bm_HRUB,9
CAR_015,bm_HRUB,190
CAR_016,bm_HRUB,160
CAR_017,bm_HRUB,86
CAR_019,bm_HRUB,144
CAR_020,bm_HRUB,450
CAR_021,bm_HRUB,48
CAR_024,bm_HRUB,343
CAR_025,bm_HRUB,174
CAR_026,bm_HRUB,1185
CAR_028,bm_HRUB,784
CAR_029,bm_HRUB,108
CAR_031,bm_HRUB,33
CAR_033,bm_HRUB,5
CAR_034,bm_HRUB,224
CAR_036,bm_HRUB,266
CAR_037,bm_HRUB,189
CAR_042,bm_HRUB,429
CAR_043,bm_HRUB,78
CAR_044,bm_HRUB,3
CAR_045,bm_HRUB,225
CAR_046,bm_HRUB,40
CAR_049,bm_HRUB,42
CAR_050,bm_HRUB,168
CAR_051,bm_HRUB,84
CAR_052,bm_HRUB,56
CAR_055,bm_HRUB,12
CAR_057,bm_HRUB,243
CAR_058,bm_HRUB,30
CAR_059,bm_HRUB,39
CAR_060,bm_HRUB,78
CAR_061,bm_HRUB,51
CAR_062,bm_HRUB,8
CAR_065,bm_HRUB,90
CAR_066,bm_HRUB,40
CAR_067,bm_HRUB,207
CAR_068,bm_HRUB,9
CAR_069,bm_HRUB,225
CAR_071,bm_HRUB,85
CAR_072,bm_HRUB,14
CAR_073,bm_HRUB,40
CAR_074,bm_HRUB,5
CAR_075,bm_HRUB,25
CAR_076,bm_HRUB,65
CAR_077,bm_HRUB,4
CAR_078,bm_HRUB,105
CAR_079,bm_HRUB,25
CAR_080,bm_HRUB,5
CAR_081,bm_HRUB,50
CAR_082,bm_HRUB,30
CAR_083,bm_HRUB,15
CAR_084,bm_HRUB,18
CAR_085,bm_HRUB,25
CAR_086,bm_HRUB,2
CAR_088,bm_HRUB,14
CAR_089,bm_HRUB,8
CAR_092,bm_HRUB,105
CAR_096,bm_HRUB,117
CAR_097,bm_HRUB,26
CAR_099,bm_HRUB,24
CAR_100,bm_HRUB,5
CAR_101,bm_HRUB,341
CAR_102,bm_HRUB,430
CAR_103,bm_HRUB,170
CAR_104,bm_HRUB,85
CAR_105,bm_HRUB,98
CAR_106,bm_HRUB,715
CAR_107,bm_HRUB,12
CAR_108,bm_HRUB,287
CAR_109,bm_HRUB,583
CAR_110,bm_HRUB,220
CAR_113,bm_HRUB,455
CAR_114,bm_HRUB,51
CAR_115,bm_HRUB,168
CAR_116,bm_HRUB,36
CAR_117,bm_HRUB,12
CAR_118,bm_HRUB,250
CAR_121,bm_HRUB,153
CAR_122,bm_HRUB,54
CAR_123,bm_HRUB,16
CAR_124,bm_HRUB,15
CAR_125,bm_HRUB,360
CAR_126,bm_HRUB,78
CAR_127,bm_HRUB,558
CAR_128,bm_HRUB,225
CAR_129,bm_HRUB,126
CAR_130,bm_HRUB,6
CAR_131,bm_HRUB,141
CAR_132,bm_HRUB,374
CAR_133,bm_HRUB,54
CAR_202,bm_HRUB,77
CAR_203,bm_HRUB,264
CAR_205,bm_HRUB,144
CAR_206,bm_HRUB,136
CAR_207,bm_HRUB,12
CAR_208,bm_HRUB,196
CAR_210,bm_HRUB,21
CAR_211,bm_HRUB,112
CAR_212,bm_HRUB,24
CAR_213,bm_HRUB,240
CAR_214,bm_HRUB,99
CAR_215,bm_HRUB,4
CAR_216,bm_HRUB,8
CAR_217,bm_HRUB,84
CAR_218,bm_HRUB,42
CAR_219,bm_HRUB,248
CAR_220,bm_HRUB,119
CAR_221,bm_HRUB,154
CAR_222,bm_HRUB,72
CAR_223,bm_HRUB,36
CAR_224,bm_HRUB,954
CAR_225,bm_HRUB,182
CAR_226,bm_HRUB,32
CAR_227,bm_HRUB,68
CAR_228,bm_HRUB,9
CAR_230,bm_HRUB,240
CAR_231,bm_HRUB,20
CAR_232,bm_HRUB,45
CAR_233,bm_HRUB,28
CAR_234,bm_HRUB,176
CAR_237,bm_HRUB,42
CAR_238,bm_HRUB,120
CAR_240,bm_HRUB,250
CAR_241,bm_HRUB,350
CAR_242,bm_HRUB,180
CAR_243,bm_HRUB,162
CAR_244,bm_HRUB,480
CAR_245,bm_HRUB,152
CAR_246,bm_HRUB,190
CAR_248,bm_HRUB,42
CAR_249,bm_HRUB,136
CAR_250,bm_HRUB,2
CAR_251,bm_HRUB,416
CAR_252,bm_HRUB,310
CAR_254,bm_HRUB,32
CAR_255,bm_HRUB,84
CAR_256,bm_HRUB,500
CAR_257,bm_HRUB,9
CAR_258,bm_HRUB,154
CAR_259,bm_HRUB,68
CAR_260,bm_HRUB,40
CAR_262,bm_HRUB,1298
CAR_263,bm_HRUB,77
CAR_264,bm_HRUB,6
CAR_265,bm_HRUB,320
CAR_266,bm_HRUB,152
CAR_267,bm_HRUB,420
CAR_269,bm_HRUB,35
CAR_271,bm_HRUB,684
CAR_272,bm_HRUB,189
CAR_273,bm_HRUB,275
CAR_274,bm_HRUB,286
CAR_275,bm_HRUB,12
CAR_276,bm_HRUB,152
ANA_001,bm_HSEM,80
ANA_002,bm_HSEM,88
ANA_003,bm_HSEM,259
ANA_004,bm_HSEM,75
ANA_005,bm_HSEM,26
ANA_006,bm_HSEM,8
ANA_007,bm_HSEM,30
ANA_009,bm_HSEM,12
ANA_011,bm_HSEM,4
ANA_013,bm_HSEM,84
ANA_015,bm_HSEM,24
ANA_018,bm_HSEM,7
ANA_019,bm_HSEM,11
ANA_020,bm_HSEM,176
ANA_022,bm_HSEM,1
ANA_023,bm_HSEM,3
ANA_024,bm_HSEM,40
ANA_025,bm_HSEM,64
ANA_026,bm_HSEM,45
ANA_027,bm_HSEM,140
ANA_029,bm_HSEM,3
ANA_031,bm_HSEM,124
ANA_032,bm_HSEM,14
ANA_034,bm_HSEM,66
ANA_035,bm_HSEM,156
ANA_036,bm_HSEM,6
ANA_037,bm_HSEM,90
ANA_040,bm_HSEM,224
ANA_041,bm_HSEM,240
ANA_042,bm_HSEM,126
ANA_043,bm_HSEM,3
ANA_044,bm_HSEM,8
ANA_045,bm_HSEM,14
ANA_046,bm_HSEM,217
ANA_047,bm_HSEM,10
ANA_048,bm_HSEM,210
ANA_050,bm_HSEM,98
ANA_051,bm_HSEM,125
ANA_052,bm_HSEM,24
ANA_054,bm_HSEM,6
ANA_056,bm_HSEM,36
ANA_057,bm_HSEM,78
ANA_058,bm_HSEM,34
ANA_059,bm_HSEM,150
ANA_060,bm_HSEM,76
ANA_061,bm_HSEM,1
ANA_067,bm_HSEM,32
ANA_068,bm_HSEM,150
ANA_070,bm_HSEM,96
ANA_071,bm_HSEM,88
ANA_072,bm_HSEM,30
ANA_073,bm_HSEM,144
ANA_074,bm_HSEM,405
ANA_077,bm_HSEM,68
ANA_078,bm_HSEM,20
ANA_079,bm_HSEM,21
ANA_080,bm_HSEM,2
ANA_081,bm_HSEM,182
ANA_082,bm_HSEM,69
ANA_083,bm_HSEM,252
ANA_084,bm_HSEM,180
ANA_085,bm_HSEM,72
ANA_086,bm_HSEM,9
ANA_087,bm_HSEM,85
ANA_090,bm_HSEM,4
ANA_093,bm_HSEM,135
ANA_094,bm_HSEM,236
ANA_095,bm_HSEM,42
ANA_096,bm_HSEM,48
ANA_097,bm_HSEM,156
ANA_098,bm_HSEM,40
ANA_099,bm_HSEM,63
ANA_100,bm_HSEM,128
ANA_101,bm_HSEM,120
ANA_102,bm_HSEM,3
ANA_103,bm_HSEM,2
ANA_104,bm_HSEM,20
ANA_109,bm_HSEM,2
ANA_110,bm_HSEM,57
ANA_112,bm_HSEM,282
ANA_114,bm_HSEM,176
ANA_116,bm_HSEM,12
ANA_117,bm_HSEM,1
ANA_118,bm_HSEM,26
ANA_119,bm_HSEM,32
ANA_120,bm_HSEM,49
ANA_121,bm_HSEM,7
ANA_122,bm_HSEM,1
ANA_123,bm_HSEM,12
ANA_125,bm_HSEM,90
ANA_126,bm_HSEM,6
ANA_127,bm_HSEM,12
ANA_128,bm_HSEM,4
ANA_130,bm_HSEM,174
ANA_131,bm_HSEM,120
ANA_132,bm_HSEM,174
ANA_133,bm_HSEM,45
ANA_134,bm_HSEM,261
ANA_135,bm_HSEM,42
ANA_136,bm_HSEM,18
ANA_137,bm_HSEM,6
ANA_140,bm_HSEM,25
ANA_144,bm_HSEM,30
ANA_145,bm_HSEM,48
ANA_146,bm_HSEM,120
ANA_147,bm_HSEM,24
ANA_148,bm_HSEM,190
ANA_149,bm_HSEM,88
ANA_150,bm_HSEM,140
ANA_151,bm_HSEM,30
ANA_152,bm_HSEM,54
ANA_154,bm_HSEM,312
ANA_156,bm_HSEM,225
ANA_157,bm_HSEM,96
ANA_159,bm_HSEM,5
ANA_160,bm_HSEM,189
ANA_161,bm_HSEM,240
ANA_162,bm_HSEM,12
ANA_163,bm_HSEM,60
ANA_164,bm_HSEM,135
ANA_165,bm_HSEM,126
ANA_167,bm_HSEM,24
ANA_168,bm_HSEM,30
ANA_169,bm_HSEM,366
ANA_173,bm_HSEM,9
ANA_174,bm_HSEM,56
ANA_176,bm_HSEM,8
ANA_177,bm_HSEM,576
ANA_179,bm_HSEM,136
ANA_180,bm_HSEM,16
ANA_183,bm_HSEM,102
ANA_184,bm_HSEM,210
ANA_185,bm_HSEM,6
ANA_186,bm_HSEM,72
ANA_187,bm_HSEM,44
ANA_188,bm_HSEM,168
ANA_189,bm_HSEM,182
ANA_190,bm_HSEM,39
ANA_191,bm_HSEM,48
ANA_192,bm_HSEM,36
ANA_193,bm_HSEM,245
ANA_194,bm_HSEM,9
ANA_195,bm_HSEM,55
ANA_196,bm_HSEM,75
ANA_201,bm_HSEM,44
ANA_204,bm_HSEM,6
ANA_205,bm_HSEM,210
ANA_206,bm_HSEM,88
ANA_207,bm_HSEM,66
ANA_208,bm_HSEM,150
ANA_209,bm_HSEM,110
ANA_210,bm_HSEM,120
ANA_213,bm_HSEM,24
ANA_214,bm_HSEM,175
ANA_215,bm_HSEM,40
ANA_217,bm_HSEM,27
ANA_218,bm_HSEM,240
ANA_219,bm_HSEM,256
ANA_220,bm_HSEM,10
ANA_221,bm_HSEM,100
ANA_222,bm_HSEM,42
ANA_223,bm_HSEM,3
ANA_225,bm_HSEM,95
ANA_226,bm_HSEM,168
ANA_227,bm_HSEM,98
ANA_228,bm_HSEM,52
ANA_230,bm_HSEM,14
ANA_231,bm_HSEM,60
ANA_232,bm_HSEM,8
ANA_234,bm_HSEM,72
ANA_235,bm_HSEM,21
ANA_236,bm_HSEM,272
ANA_237,bm_HSEM,1170
ANA_238,bm_HSEM,203
ANA_239,bm_HSEM,13
ANA_240,bm_HSEM,216
ANA_242,bm_HSEM,190
ANA_243,bm_HSEM,104
ANA_244,bm_HSEM,260
ANA_245,bm_HSEM,63
ANA_246,bm_HSEM,210
ANA_247,bm_HSEM,40
ANA_248,bm_HSEM,408
ANA_250,bm_HSEM,12
ANA_251,bm_HSEM,36
ANA_252,bm_HSEM,26
ANA_253,bm_HSEM,282
ANA_254,bm_HSEM,28
ANA_255,bm_HSEM,78
ANA_256,bm_HSEM,45
ANA_258,bm_HSEM,85
ANA_259,bm_HSEM,55
ANA_260,bm_HSEM,384
ANA_261,bm_HSEM,20
ANA_262,bm_HSEM,12
ANA_264,bm_HSEM,20
ANA_265,bm_HSEM,40
ANA_266,bm_HSEM,414
ANA_267,bm_HSEM,42
ANA_270,bm_HSEM,160
ANA_271,bm_HSEM,598
CAR_001,bm_HSEM,68
CAR_002,bm_HSEM,40
CAR_003,bm_HSEM,462
CAR_004,bm_HSEM,14
CAR_005,bm_HSEM,28
CAR_009,bm_HSEM,536
CAR_010,bm_HSEM,4
CAR_011,bm_HSEM,48
CAR_012,bm_HSEM,4
CAR_014,bm_HSEM,9
CAR_015,bm_HSEM,190
CAR_016,bm_HSEM,160
CAR_017,bm_HSEM,86
CAR_019,bm_HSEM,144
CAR_020,bm_HSEM,450
CAR_021,bm_HSEM,48
CAR_024,bm_HSEM,343
CAR_025,bm_HSEM,174
CAR_026,bm_HSEM,1185
CAR_028,bm_HSEM,784
CAR_029,bm_HSEM,108
CAR_031,bm_HSEM,33
CAR_033,bm_HSEM,5
CAR_034,bm_HSEM,224
CAR_036,bm_HSEM,266
CAR_037,bm_HSEM,189
CAR_042,bm_HSEM,429
CAR_043,bm_HSEM,78
CAR_044,bm_HSEM,3
CAR_045,bm_HSEM,225
CAR_046,bm_HSEM,40
CAR_049,bm_HSEM,42
CAR_050,bm_HSEM,168
CAR_051,bm_HSEM,84
CAR_052,bm_HSEM,56
CAR_055,bm_HSEM,12
CAR_057,bm_HSEM,243
CAR_058,bm_HSEM,30
CAR_059,bm_HSEM,39
CAR_060,bm_HSEM,78
CAR_061,bm_HSEM,51
CAR_062,bm_HSEM,8
CAR_065,bm_HSEM,90
CAR_066,bm_HSEM,40
CAR_067,bm_HSEM,207
CAR_068,bm_HSEM,9
CAR_069,bm_HSEM,225
CAR_071,bm_HSEM,85
CAR_072,bm_HSEM,14
CAR_073,bm_HSEM,40
CAR_074,bm_HSEM,5
CAR_075,bm_HSEM,25
CAR_076,bm_HSEM,65
CAR_077,bm_HSEM,4
CAR_078,bm_HSEM,105
CAR_079,bm_HSEM,25
CAR_080,bm_HSEM,5
CAR_081,bm_HSEM,50
CAR_082,bm_HSEM,30
CAR_083,bm_HSEM,15
CAR_084,bm_HSEM,18
CAR_085,bm_HSEM,25
CAR_086,bm_HSEM,2
CAR_088,bm_HSEM,14
CAR_089,bm_HSEM,8
CAR_092,bm_HSEM,105
CAR_096,bm_HSEM,117
CAR_097,bm_HSEM,26
CAR_099,bm_HSEM,24
CAR_100,bm_HSEM,5
CAR_101,bm_HSEM,341
CAR_102,bm_HSEM,430
CAR_103,bm_HSEM,170
CAR_104,bm_HSEM,85
CAR_105,bm_HSEM,98
CAR_106,bm_HSEM,715
CAR_107,bm_HSEM,12
CAR_108,bm_HSEM,287
CAR_109,bm_HSEM,583
CAR_110,bm_HSEM,220
CAR_113,bm_HSEM,455
CAR_114,bm_HSEM,51
CAR_115,bm_HSEM,168
CAR_116,bm_HSEM,36
CAR_117,bm_HSEM,12
CAR_118,bm_HSEM,250
CAR_121,bm_HSEM,153
CAR_122,bm_HSEM,54
CAR_123,bm_HSEM,16
CAR_124,bm_HSEM,15
CAR_125,bm_HSEM,360
CAR_126,bm_HSEM,78
CAR_127,bm_HSEM,558
CAR_128,bm_HSEM,225
CAR_129,bm_HSEM,126
CAR_130,bm_HSEM,6
CAR_131,bm_HSEM,141
CAR_132,bm_HSEM,374
CAR_133,bm_HSEM,54
CAR_202,bm_HSEM,77
CAR_203,bm_HSEM,264
CAR_205,bm_HSEM,144
CAR_206,bm_HSEM,136
CAR_207,bm_HSEM,12
CAR_208,bm_HSEM,196
CAR_210,bm_HSEM,21
CAR_211,bm_HSEM,112
CAR_212,bm_HSEM,24
CAR_213,bm_HSEM,240
CAR_214,bm_HSEM,99
CAR_215,bm_HSEM,4
CAR_216,bm_HSEM,8
CAR_217,bm_HSEM,84
CAR_218,bm_HSEM,42
CAR_219,bm_HSEM,248
CAR_220,bm_HSEM,119
CAR_221,bm_HSEM,154
CAR_222,bm_HSEM,72
CAR_223,bm_HSEM,36
CAR_224,bm_HSEM,954
CAR_225,bm_HSEM,182
CAR_226,bm_HSEM,32
CAR_227,bm_HSEM,68
CAR_228,bm_HSEM,9
CAR_230,bm_HSEM,240
CAR_231,bm_HSEM,20
CAR_232,bm_HSEM,45
CAR_233,bm_HSEM,28
CAR_234,bm_HSEM,176
CAR_237,bm_HSEM,42
CAR_238,bm_HSEM,120
CAR_240,bm_HSEM,250
CAR_241,bm_HSEM,350
CAR_242,bm_HSEM,180
CAR_243,bm_HSEM,162
CAR_244,bm_HSEM,480
CAR_245,bm_HSEM,152
CAR_246,bm_HSEM,190
CAR_248,bm_HSEM,42
CAR_249,bm_HSEM,136
CAR_250,bm_HSEM,2
CAR_251,bm_HSEM,416
CAR_252,bm_HSEM,310
CAR_254,bm_HSEM,32
CAR_255,bm_HSEM,84
CAR_256,bm_HSEM,500
CAR_257,bm_HSEM,9
CAR_258,bm_HSEM,154
CAR_259,bm_HSEM,68
CAR_260,bm_HSEM,40
CAR_262,bm_HSEM,1298
CAR_263,bm_HSEM,77
CAR_264,bm_HSEM,6
CAR_265,bm_HSEM,320
CAR_266,bm_HSEM,152
CAR_267,bm_HSEM,420
CAR_269,bm_HSEM,35
CAR_271,bm_HSEM,684
CAR_272,bm_HSEM,189
CAR_273,bm_HSEM,275
CAR_274,bm_HSEM,286
CAR_275,bm_HSEM,12
CAR_276,bm_HSEM,152
ANA_001,bm_LDAL,80
ANA_002,bm_LDAL,88
ANA_003,bm_LDAL,259
ANA_004,bm_LDAL,75
ANA_005,bm_LDAL,26
ANA_006,bm_LDAL,8
ANA_007,bm_LDAL,30
ANA_009,bm_LDAL,12
ANA_011,bm_LDAL,4
ANA_013,bm_LDAL,84
ANA_015,bm_LDAL,24
ANA_018,bm_LDAL,7
ANA_019,bm_LDAL,11
ANA_020,bm_LDAL,176
ANA_022,bm_LDAL,1
ANA_023,bm_LDAL,3
ANA_024,bm_LDAL,40
ANA_025,bm_LDAL,64
ANA_026,bm_LDAL,45
ANA_027,bm_LDAL,140
ANA_029,bm_LDAL,3
ANA_031,bm_LDAL,124
ANA_032,bm_LDAL,14
ANA_034,bm_LDAL,66
ANA_035,bm_LDAL,156
ANA_036,bm_LDAL,6
ANA_037,bm_LDAL,90
ANA_040,bm_LDAL,224
ANA_041,bm_LDAL,240
ANA_042,bm_LDAL,126
ANA_043,bm_LDAL,3
ANA_044,bm_LDAL,8
ANA_045,bm_LDAL,14
ANA_046,bm_LDAL,217
ANA_047,bm_LDAL,10
ANA_048,bm_LDAL,210
ANA_050,bm_LDAL,98
ANA_051,bm_LDAL,125
ANA_052,bm_LDAL,24
ANA_054,bm_LDAL,6
ANA_056,bm_LDAL,36
ANA_057,bm_LDAL,78
ANA_058,bm_LDAL,34
ANA_059,bm_LDAL,150
ANA_060,bm_LDAL,76
ANA_061,bm_LDAL,1
ANA_067,bm_LDAL,32
ANA_068,bm_LDAL,150
ANA_070,bm_LDAL,96
ANA_071,bm_LDAL,88
ANA_072,bm_LDAL,30
ANA_073,bm_LDAL,144
ANA_074,bm_LDAL,405
ANA_077,bm_LDAL,68
ANA_078,bm_LDAL,20
ANA_079,bm_LDAL,21
ANA_080,bm_LDAL,2
ANA_081,bm_LDAL,182
ANA_082,bm_LDAL,69
ANA_083,bm_LDAL,252
ANA_084,bm_LDAL,180
ANA_085,bm_LDAL,72
ANA_086,bm_LDAL,9
ANA_087,bm_LDAL,85
ANA_090,bm_LDAL,4
ANA_093,bm_LDAL,135
ANA_094,bm_LDAL,236
ANA_095,bm_LDAL,42
ANA_096,bm_LDAL,48
ANA_097,bm_LDAL,156
ANA_098,bm_LDAL,40
ANA_099,bm_LDAL,63
ANA_100,bm_LDAL,128
ANA_101,bm_LDAL,120
ANA_102,bm_LDAL,3
ANA_103,bm_LDAL,2
ANA_104,bm_LDAL,20
ANA_109,bm_LDAL,2
ANA_110,bm_LDAL,57
ANA_112,bm_LDAL,282
ANA_114,bm_LDAL,176
ANA_116,bm_LDAL,12
ANA_117,bm_LDAL,1
ANA_118,bm_LDAL,26
ANA_119,bm_LDAL,32
ANA_120,bm_LDAL,49
ANA_121,bm_LDAL,7
ANA_122,bm_LDAL,1
ANA_123,bm_LDAL,12
ANA_125,bm_LDAL,90
ANA_126,bm_LDAL,6
ANA_127,bm_LDAL,12
ANA_128,bm_LDAL,4
ANA_130,bm_LDAL,174
ANA_131,bm_LDAL,120
ANA_132,bm_LDAL,174
ANA_133,bm_LDAL,45
ANA_134,bm_LDAL,261
ANA_135,bm_LDAL,42
ANA_136,bm_LDAL,18
ANA_137,bm_LDAL,6
ANA_140,bm_LDAL,25
ANA_144,bm_LDAL,30
ANA_145,bm_LDAL,48
ANA_146,bm_LDAL,120
ANA_147,bm_LDAL,24
ANA_148,bm_LDAL,190
ANA_149,bm_LDAL,88
ANA_150,bm_LDAL,140
ANA_151,bm_LDAL,30
ANA_152,bm_LDAL,54
ANA_154,bm_LDAL,312
ANA_156,bm_LDAL,225
ANA_157,bm_LDAL,96
ANA_159,bm_LDAL,5
ANA_160,bm_LDAL,189
ANA_161,bm_LDAL,240
